beer/brewerId,beer_names,brewer_average
393,"Old Salty Barleywine 2001, Garnet Mild, Perkuno's Ice Pick, Ivy League Pils, B.O.R.I.S. (BeerAdvocate Original Russian Imperial Stout), Shiverjab, Dark Mild, Nay Trouse Mild, Old Salty Barleywine 2000, Ste-ve, Regal Pale Ale, Bitter, Grand Cru, Saison De La Soeur Golden, Uncle Bob's Bog Weisse, CinderBrrr, Lun-icy, Zizzi (Wild Rice), Ordinary Bitter, Ginger Hammer, Black Ocean 2006 OTOP, Old Salty Barleywine 2005, Chuck, Triticum Bock, Saison De La Soeur Black, Lunacy, Old Salty Barleywine 2003, Wee Whale, Old Salty Barleywine 2005 Barrel Aged, Broth Scotch Ale, Golden Idol, Cinderbock, Bizzaro, Cinged Hammer, Bock-Bock, Jakeldricka, Pegalina, Doug's Colonial Ale, Katherine The Great Imperial Stout, Cold Salty, Saison De La Soeur Spicy, Slice Of Bread, Old Salty Barleywine 2004, Stickenjab Alt Bier, Three, Biere D'Art, Two Druids Gruit Ale, Juhlia, Black Ocean, Saison De La Soeur Hoppy, Ch-Chuck, Baltus O.V.S. Ale, Old Salty Barleywine 2002, Perkuno's Hammer Imperial Porter",4.12
3945,Vierzehnheiligen Nothelfer Trunk Export Dunkel,4.12
5331,"Ruby Ale, 26th Anniversary Ale",4.12
6059,"Karmeliten Kloster Doppelbock, Karmeliten Kloster Gold, Sturmbio, Karmeliten Kloster Dunkel",4.12
7548,"Cuvée Des Jonquilles, Saison Saint Medard",4.12
863,"50/50, Noble Experiment (Part 4), Beerocracy, Sour Pumpkin, HUGE Large \"Sound Czech\" Pilsner, It Takes A Lot Of Great Beer To Make Great Wine, Mortification, Don The Younger, Redemption, Sanctification, Defenestration, Happy Hops, Symposium Sour Brown Ale, Russian River IPA, Golden Wheat Ale, Supplication, Rejection, Consecration, HopTime Harvest Ale, Deification, Dead Leaf Green, Janet's Brown Ale, Albert's Brown Ale, Beer Esteam, Dr. Zeus, Deviation - Bottleworks 9th Anniversary, Noble Experiment (Part 2), Pliny The Elder, Russian River IPA 100, Porter, Hop 2 It (Sterling), Compunction, Damnation, Pliny The Younger, Blind Pig IPA, Hop 2 It (Cascade), Damnation Batch 23 (Oak Aged), Temptation, Registration Ale, Depuration, Hop 2 It (Brewer's Gold), Publication, Aud Blonde, Erudition, Framboise For A Cure, Segal Select, Desperation, Hopfather, O.V.L. Stout, Fleurette, Benediction, White Apron, Perdition, Extra Special Bitter, Beatification, Gaffers Bitter, Parking Violation, Bravo, Salvation, Little White Lie, Summit, Old Gubbillygotch, Empirical 7, Lap Dance, Toronado 20th Anniversary Ale",4.12
9765,"Vanilla Bean Brown Ale, India Red Ale",4.12
11080,"Weetwood Best Cask Bitter, Eastgate Ale",4.11
14350,"Bon Iver, IPA, Two Lions Pale Ale, Rogen Weizen, ESB, Mad Scow Stout, Hefeweizen",4.11
14997,"Steigerwald Pils, Steigerwald Weisse",4.11
16004,Guinness Foreign Extra Stout (Malaysia),4.11
1787,"Augustiner Bräu Märzen Bier, Augustiner Bräu Christmas Bock Bier",4.11
21257,"Southern English Brown, Wolf’s Den Double IPA, Buffalo Trace Bourbon Barrel Aged Amber Ale, Creeper Trail Amber Ale, Chocolate Milk Stout, Troopers Alley IPA",4.11
24411,"Oktoberfest, Bier-Sicle, Coffee Porter, ESB, Dred Brown, Redrum, Trippelle, Oat Stout, Cascadian Light Ale, Smoked Brown, Wit Bier, Harvest Pale Ale, Special \"K\" Kolsch, Cream Ale, Weizengoot, Brussels Blonde, Roggenschnizzle, IBA (India Brown Ale), DFG IPA, Sessie, Chocolate Mint Stout, Winter Porter, Rye Pale Ale, Fuggit Stout, PDG Pale, Dirty Farmgirl, Mild Brown, Apollo 11, Fruitcup Surprise, Belgian Dubbel, Calypso IPA",4.11
25952,Pompey Pilsner,4.11
396,"AleSmith Speedway Stout - Tod's Decaf Blend, AleSmith All English Anvil Ale ESB, AleSmith Speedway Stout - Cherries & Rye Whiskey Oak Chips, Alesmith Speedway Stout - Double Coffee, Alesmith Speedway Stout - Chipotle And Morita Pepper, AleSmith Stumblin' Monk, AleSmith Decadence 2005 Barrel Aged, AleSmith IPA, AleSmith Speedway Stout - Brewer's Blend, AleSmith Speedway Stout - Madagascar Cocoa Nibs & Vanilla Beans, Anvil Ale ESB, AleSmith Lil' Devil, AleSmith Weizenbock, AleSmith Decadence 2009 Dunkel Weizenbock, Alesmith Speedway Stout - Madagascar Organic Fair Trade Cocoa Nibs Speedway, AleSmith Speedway Stout, AleSmith Wee Heavy, AleSmith Best Bitter, AleSmith Speedway Stout - Kopi Luwak, AleSmith Speedway Stout - Vietnamese Coffee, AleSmith IPA2, AleSmith Decadence 2008 English Style Barleywine, YuleSmith (Winter), Alesmith Speedway Stout - Dry Hopped W/ Slovenian Hops, AleSmith My Bloody Valentine, AleSmith Liars Club ESB, AleSmith Decadence 2007 Imperial Porter, AleSmith X, AleSmith Speedway Stout - Mole Surprise, AleSmith Grand Cru Ale, AleSmith Old Numbskull - Barrel Aged, YuleSmith (Summer), Alesmith Speedway Stout - Vanilla, AleSmith Nautical Nut Brown Ale, AleSmith English Wee Heavy, AleSmith Decadence 2008 Barrel Aged, AleSmith Speedway Stout - Traditional Mexican Chocolate, Alesmith Speedway Stout - Finca San Gabriel Bourbon Coffee, Alesmith Speedway Stout - Islay Scotch Whisky-Soaked American Oak Chip, AleSmith Decadence 2006 (Dead By Dawn), AleSmith Speedway Stout - Spearmint, AleSmith Speedway Stout - Barrel Aged, AleSmith Decadence 2006 (Dead By Dawn) Barrel Aged, AleSmith Decadence 2007 Imperial Porter Barrel Aged, AleSmith Speedway Stout - Orange Rum, AleSmith Speedway Stout - Oak Aged, San Diego Dark Session Ale, AleSmith Evil Dead Red, AleSmith Wee Heavy W/Scotch Soaked Oak Chips, AleSmith Blacksmith's Blonde Ale, AleSmith Horny Devil, AleSmith Decadence 2010 English Style Old Ale, Alesmith Speedway Stout - Toasted Coconut, AleSmith Old Numbskull, AleSmith Wee Heavy - Barrel Aged",4.11
5109,"Wind Valley Darklager Praha, Wind Valley Light Pilsner, Wind Valley Weizen, Wind Valley Pilsner",4.11
5949,"Ott Obaladara, Ott Edel-Pils",4.11
13866,"Tado Dunkel, Tado Helles",4.1
13903,McL Best,4.1
23346,"Lakeland IPA, Lakeland Bitter, Lakeland Amber",4.1
23482,Atheus,4.1
24542,"Darkon, BraufactuM Clan, Oscur, Progusta",4.1
25257,Summer Wheat,4.1
25317,"Hoptimus Prime, Nor' Easter",4.1
26770,"Blueberry & Wheat (No. 2), Ginger & Paleale (No. 1)",4.1
27724,Brettanomyces Project 1,4.1
4093,"Fischer Stout, Weihnachtsbock, Helles, Hönig Bier, Sommer Bier, Fischer Fastenbier, Weisse, Herbst Bier, Dunkle",4.1
5765,"Weideneder Weizengold, Weideneder Schlankl Weiss, Weideneder Papst-Bier, Weideneder Weihnachts Bier",4.1
6051,Wunsiedler Luisenburg Pils,4.1
77,"Hammer & Nail Extra Special Bitter Ale, Hammer & Nail Vienna Style Lager, Hammer & Nail American Ale, Hammer & Nail Brown Ale, Hammer & Nail Scotch Classic Style Ale, Hammer & Nail Oktoberfest, Hammer & Nail Oatmeal Stout",4.1
10287,"Red Baron, Pilsen, Ouro Preto, Estrada Real IPA, Falke Tripel Monasterium, Estrada Real Weiss, Falke Lager Dunkel",4.09
11253,Kloster Kreuzberg Dunkel,4.09
11385,"Salamander 58AD, Serpentine Stout, Truncheon, \"Stout Stoat\" Stout",4.09
1177,"Blueberry Thunderstorm, Super Centennial, Tart Cherry Tripel, Smoked Hefe, RY-PA, Pale Weiss, Little Stubby, Simcoe Double India Brown Ale, Raspberry Stout, Town Hall Dunkel Weizen, White Winter Belgian Ale, Kolsch, Summer Solstice, Anniversary Ale 2006, Lightning Storm, ERB - Black IPA, Marmelade Sky, Haystack (English Summer Ale), Elves Elixer, Barrel Aged Rubicon, Banana Bread Wheat Ale, Wine Barrel Brown Porter, Raspberry Festivus, Broken Paddle ESB, Cow Tipper, Belgian Brown Ale, Cherry Don, Spring Wheat, Black Snow Coffee Porter, Abominable, Imperial Pilsner, Barrel Aged Batch 1000, Alter Ego, Walloon, Liberator Doppelbock, Hop Attack!!!, Milk Porter, Russian Roulette, Eight (8) Wiezenbock, Town Hall Maibock, Autumn Sunset, Crimson Oat, Pot Of Gold Potato Stout, Cherry Fallen Oats/Oat Amber, Sun Thief Pale, Free House Standard, Retreating Darkness, Spontaneous Aviator Peach Lambic, Blueberry Hill, 900 English Ale, Port Frost, Cherry Scotch, Merlot Stout, Pineapple Macaroon, Hefe Weizen, Three Hour Tour, Raspberry Milk Stout, Oatmeal Pale ESB, Hoppy New Year Amber Ale, Blueberry Tripel Vision, Chocolate Porter, Holiday \"Cheery\" Stout, Cherry Weisse, Cherry Thunderstorm, Chili Hefe, Black H2O Oatmeal Stout, India Wheat Ale, Tripel Vision Belgian-Style Ale, SFO, J Pale, Solar Eclipse, Twisted Jim, Tumaltuous, Euphoric, American Craft Beer Wheat, Port Barrel Odin, Dutch Enkel, Cherry Milk Porter, Old Ale, Tank Monkey, Oak Aged Grand Cru, Big Ticket Double IPA, Pumpkin Ale, Centennial Pale Ale, Macaroon, Heather, Festivus 2008, Smoked Dunkel Weizen, Midsummer Night's Dunkel, Honey V, Elves' Elixer 2011, I Want You (Wee So Heavy), Town Hall Porter, Fresh Hop 2007, Festivus 2010, Roscommon Red, Raspberry Don, Jester's Reserve Imperial Porter, Wee Heavy, Life, Columbus Red, Dortmunder Lager, TH Wheatwine, Dunkleweizen, Hoppy Minded Fool (HMF), Raspberry Hefeweizen, Oak Aged Twisted Reality, Town Hall Special, India Brown Ale, Barrel Aged Wee Heavy, Chipotle Wee Heavy (Hot), Ruby Mild, Fresh Hop 2006, Coconut Jack Frost, Raspberry Macaroon, Liberty, Raspberry Mik Porter, Chili-Smoked Hefe, Irish Porter, Eye Of The Storm, Chocolate Dunkel Weizen, Raspberry Porter, French Oak Aged Foolish, Hopfen Ublich, Alpine Pedaler, Blue Label Barrel Aged Malt, Chipotle Wee Heavy (Mild), Hope & King Scotch Ale, Coffee Festivus, Brown Porter, Roggen Bier, Beer Engine Brown Ale, Wildberry, West Bank Pub Ale, Thunderstorm Summer Ale, Ginger Nutmeg Weizenbock, Chocolate Orange Stout, Minnesota Wildberry, Bug Dope Kolsch, Spring, Ballpark Beer, Belgian White, AmeriBelg Pale Ale, Cherry Stout, Lava Porter, Chocolate Java Porter, Belgian Raspberry Brown, Fresh Hop 2008, Czech Pilsner, Bright Spot Golden Ale, Hazed & Confused, Seven, The ESB, Slamma Jamma Juice, Whiskey Barrel Coffee Porter, Blackberry Wheat, Palisades Golden, Petunia's Pumpkin Ale, Warrior Strong Pale Ale, Scottish Wee Heavy, Hop Index, Red Ochre Irish Ale, 1776, Inglenook, Sunrise Belgian Blonde Ale, Wheat Pale/Pale Weisse, SpringFest, Batch 1000, Cherry Haystack, The Gobbler 2009, Minnesota Mild, Six Pale Ale, Non Wildberry Ale, Hop It, Festivus 2005, Organic Ale, Fresh Hop 2009, Cherry Wheat, Anniversary Ale 2005, Saison, Winterstorm, Hazy Sun Blonde  (Belgian Blonde), Saaz Pilsner, Traditional Pale Ale, Warrior Double Dry, WPA (Wheat Pale Ale), Andy's Ale, Red Pale Ale, Barrel Aged Stout, ESB, Ol' Jack Frost Imperial Stout, Almighty Barleywine, Porter, Golden Leaf Pale Ale, Columbus Pale Ale, Chubby Monk Abbey Dubbel, Hood Pale Ale, Patio Pale Ale, MN Harvest Ale, Single Malt Ale, Cascade Pale Ale, Cherry Kristall, Big Dog Double IPA, Uber Pale Ale, Willamette Pale Ale, Cara Java Brown, Grand Cru, Grinch's Grog, Ol' Blarney, Smoked Porter, Anniversary Tripel 2008, Pile Driver, Cherry, Oatmeal Stout, Evolution, Trouble Winter Ale, Coffee Stout, Fallen Oats, Anniversary Ale 2007, Raspberry Scotch Ale, Fest Pale Lager, Anniversary Ale 2010, TC Porter, Parkway Java Porter, Honey Oak Wee Heavy, Blueberry Milk Porter, The Don, Strawberry Rhubarb Wheat, Festivus 2006, Peach Nectar, Number 9, Little Dog, Galena Pale Ale, Gary's Wheat Pale Ale, Czar Jack Imperial Stout, Masala Mama India Pale Ale, Big Ben Double IPA, Daylight Robber Belgian Black Ale, Anniversary Ale 2003, West Bank Pale Ale, American Wheat, Midnight Howler Coffee Stout, Weizenbock, Rubicon, Oktoberfest, Sparnfarkel Smoked Porter, Cocoa Nut Brown, Chico's Revenge, Dusseldorf Altbier, Barrel Aged Belgian Saison, Apricot Wheat, Fresh Hop 2005, Winterberry, Curse Of Jack, Pursuit Of Happiness, Anniversary Ale 2004, Green Chile Ale, Double Hefe, Jubilation, Cherry Grand Cru, Coconut Mango Masala Mama IPA, Festivus 2009, German Hefeweizen, Apricot Double IPA, Amarillo Amber, Hope, Cabernet Stout, Wee Jack, Odin, Cherry Infused Wee Heavy, Pacifica Pale Ale, California Amber, The Gobbler, Hoppius Cascadium, Hamlet's Curse, Fresh Hop 2011, Mango Mama, Chocolate Pumpkin, Anniversary Ale 2011, Cherry Tripel Vision, Festivus 2011, Anniversary Ale 2009, 1800 Old English IPA, Highland Pale Ale, Blueberry Macaroon, Mocha Java Double Brown, Blackberry Crimson Oat, Rhubarb Double Hefe, Fresh Hop 2010, NWA, Festivus, Jester's Reserve Barrel Aged Imperial Porter, Cherry Abbey, Twisted Reality Barleywine, Kristall Weizen, Red Rooster, Festivus 2007, Hillary's Step Pale Ale, Abbey, Smoked Helles Lager, Ambrosia, Harvester Jim, Northern Waters Smoked Porter, Foolish, Morning Star, Lack O' Tan Lager, Angel's Abbey, Vanilla Porter, LSD, Simcoe Pale Ale, Blackberry Double Hefe, Honey Storm, Raspberry Milk Porter, Oat Amber",4.09
13273,"Veralum Best Bitter, Veralum Farmers Joy, Alehouse Chocolate Mild",4.09
15800,Blonde Bière De Garde,4.09
15881,Gothenburg Porter,4.09
16290,Skagen Skawskum,4.09
16886,Alpaïde,4.09
16963,"Simcoe Pale Ale, Barleywine, Winter Warmer, Double IPA, Alpha-Acid Trip, Marble Reserve Ale, Double White Ale, De Smet Harvest Ale, Rye Pale Lager, Sephira, Pumpkin, Brown Ale, Knuckle Down Brown, Red Ale, Whole Lotta Wood, Marble IPA, Wildflower Wheat, Imperial Porter, Framboise, Amber Ale, Bourbon Barrel Imperial Stout, Oatmeal Stout, Imperial Red Ale, 111 Pilsener",4.09
1839,"Emerald Bay Pale Ale, Tahoe Red Ale, Sand Harbor Hefe Weizen",4.09
1882,"Extra Pale Ale, Blueberry Ale, Strong Ale, Black And Tan, I.P.O., Mudskipper Porter",4.09
21405,"Harukaze, Bruin Saison De Manzanilla, Bumbled, Rye Knot Saison, Simcoe Single Hop Lager, BrewFarm Select, Matacabras, Schwartzenheimer, Citra Single Hop Lager, The Bruiser, McAnderson, Svengali, Amalgam II, Eye Pea Eh?, Mocha Diablo, Sinistra",4.09
26632,La Schwortz,4.09
28003,"Diamant, Rubin",4.09
4409,"Svetloye Specialnoye (Pale Special), Temnoye Dvoynoye (Dark Doppel)",4.09
5047,"Minami Shinshu Golden Ale, Minamishinsyu Winter Ale, Minami Shinshu Amber Ale, Minami Shinshu Christmas Ale 2002",4.09
6033,"Graf Arco Arcolator, Wintermärchen Festbier, Graf Arco Weisse Hell",4.09
7486,Christmas Special,4.09
7673,La Tongrinnoise,4.09
10191,Wibblers Wobbly Wabbit,4.08
11,"Munchener Helles, Cherry 2000, Dortmunder Export Lager, Lobsterback IPA, Grand Cru, Palatine Porter, Trappist Monkey Abbey Ale, Oak Whiskey Porter, Nor'Easter Copper Ale, Griggs ST Mild, MacFearsome's Scotch Ale, Autumnal Spice Creation, Black Sow Stout, Grampus Trippel, Springfest Maibock, Triple Black, Allston Beer, Nail in the Brain Barley Wine",4.08
11726,"Riemhofer Schwanen Weisse, Riemhofer Weizen Dunkel",4.08
1666,"Bourbon Barrel Aged Organic Baltic Porter, Framboise, Challenger Special Bitter, Old Trail ESB, Pilsner, Organic Baltic Porter, Raspberry Baltic Porter, Stealth Tripel, Hoppy Monk Ale, Winter Solstice Dubbel, Maibock, Bourbon Barrel Mudpuppy Brown (Drunkpuppy), Pumpkin Ale, Shade Mountain Oatmeal Stout, Wilder's Weizenbier, Fuggles IPA, Snake Drive Stout, Winning Jar Ale - Summer 2008, East Kent Pale Ale, Galaxy India Pale Ale, Captain Selin's Cream Ale, Spaltz Pils, White Horse Porter, Winning Jar Ale--Spring 2007, Organic Pale Ale, Goldings Special Bitter, Olde Frosty IPA, River Piraat (a.k.a. River Rat Triple), Winning Jar Ale - Summer 2009, Winning Jar Cask Ale - 2008, Sour Red, Winning Jar Ale - Spring 2009, Razz Merry Ale, Dunkelweizen, SNAFU IPA, Bourbon Cask Porter, Fireside Brown, American Pale Ale, Love Buzz Coffee Stout, Organic Pilsner, 90 Schilling Scotch Ale, Organic Triple, St. Fillin's, Market Street Fest, Simon's Private Stock Porter, Bourbon Barrel Aged Wee Heavy, Ambition Ale, Santa's Magic Sack-Holiday Grog, Amazing Wit, Phoenix Kriek, Saison De Peche, India Pale Ale, Hop Nouveau, Owen's Russian Imperial Stout, Hot Shot Pils, Burton Pale Ale, River Rat Triple (previously River Piraat), Grizzly Stout, Scottish Style Ale, Priestley Pale Ale, Saint Fillian's Wee Heavy, Mudpuppy Brown",4.08
17981,"Bolita Brown - Coco Loco, 110K+OT Batch #3 - The Other West Coast IPA - Cedar Aged (Humidor Series), Coaster's Belgian India Pale Ale, Marshal Zhukov's Imperial Stout - Brandy Barrel Aged, Hopped Up Johnnie, Marshal Zhukov's Imperial Stout - Palm Ridge Reserve Whiskey Barrel Aged, Black Whole, Marshal Zhukov's Imperial Stout - Bourbon Barrel Aged, Where's My Lips?, Warmer Winter Winter Warmer - Dragonfruit, Maduro Oatmeal Brown Ale - Belgian Nut Brown, 110K+OT Batch #4 - Imperial Red Ale, Hillsborough River Dry Stout (Patio Tools) - White Oak, Guava Grove Saison, Auld Alliance, Jolly Guava, Maduro Oatmeal Brown Ale - Blueberry, Bolita Brown - Whiskey Soaked Oak & Cedar, Criterium Ale - ESB, Dry Humpkin, Pilot Series Pineapple Kölsch, José Martí India Porter, Big Sound Scotch Ale, Pleepleus Plantain Wheat Ale, Warmer Winter Winter Warmer - Cedar Aged (Humidor Series), 110K+OT Batch #2 - I.R.I.S. - Cherry Hazelnut Cacao Nib Bourbon Barrel Aged, Say Sun, Either, Big Dummy, Tim's Oaked Imperial Coffee Stout, American Barleywine - Cedar Aged (Humidor Series), Hunahpu's Imperial Stout - Virgin Oak Barrel Aged, Pilot Series Arschgeweih Gose, Warmer Winter Winter Warmer - Vanilla Pecan, Lil' Warmer, Jai Alai IPA - Juniper Cedar Aged \"Twigs And Berries\" (Humidor Series), Florida Cracker White Ale, Jai Alai IPA - White Oak, Or, Gypsy IPA, Campeador - Fergus Mor Ale (2009), Batch #69 Double Cream Ale - Cedar Aged (Humidor Series), Creamsicle IPA, Marshal Zhukov's Imperial Stout - 4 Roses Aged, Maduro Oatmeal Brown Ale, Big Sound Scotch Ale - Sound Of Big Nuts, Gedanken Gruit - Cedar Aged (Humidor Series), Maduro Oatmeal Brown Ale - French Oak, Patio Pils, Pilot Series Scottish Export 80/-, José Martí India Porter - French Oak, White Chocolate Cream Ale, Hillsborough River Dry Stout (Patio Tools), Imperial Milk Porter, Batch #69 Double Cream Ale - Barrel Aged, Vuja De - Red Wine Barrel Aged, 110K+OT Batch #3 - The Other West Coast IPA, Jai Alai IPA - Peach, Peppercorn Porter, Big Sound Scotch Ale - Cherry Wood Aged, Maduro Oatmeal Brown Ale - Tiramisu, Guava Groove, Oldsmar Taphouse Launch Party Amber Ale - Cedar Aged (Humidor Series), Hillsborough River Dry Stout (Patio Tools) - Cedar Aged (Humidor Series), Dos Costas Oeste - Orange Wood Aged, Puppy's Breath Porter, Capricho Oscuro - Batch 3, Warmer Winter Winter Warmer - Laird's Apple Brandy Barrel Aged, Asian Saison, Hunahpu's Imperial Stout - Laird's Apple Brandy Barrel, Marshal Zhukov's Imperial Stout - Zhukov's Final Push, Bolita Brown - East India Trader, Batch #69 Double Cream Ale - Pomegranate, Apricot Honey Bitter, Big Sound Scotch Ale - Bourbon Barrel Aged, Chaveta India Dark Mild - Cedar Aged (Humidor Series), First Account Stout, Jai Alai IPA - Acai And Mango, Monsieur Zhukov’s Biere De Stout, Lemon Party Saison, Good Gourd Imperial Pumpkin Ale, Nielsbohrium, Imperial Milk Porter - Rum Barrel Aged, Maduro Oatmeal Brown Ale - Cubano-Style Espresso, Capricho Oscuro - Batch 1, 110K+OT Batch #1 - Der Rauch Gott, Sea Bass - Red Wine Barrel Aged, Sea Bass - Oak Barrel Aged, 110K+OT Batch #2 - I.R.I.S., Tocobaga Red Ale, Jai Alai IPA - Mango, Chocolate Cherry Porter, Chaveta India Dark Mild, Maduro Oatmeal Brown Ale - Cedar Aged (Humidor Series), Jai Alai IPA - Papaya, Jai Alai IPA - Guava - Cedar Aged (Humidor Series), Black Jack, Maduro Oatmeal Brown Ale - Cherry Wood, Table Saison, Big Sound Scotch Ale - Sound Of Big Wood, Warmer Winter Winter Warmer - Coriander, Christmas In Ningxia Old Ale, Bolita Brown - Mayan Espresso, Bohr, Bolita Brown - Bourbon Barrel Aged, Dirac, Xenu Honey Cream Ale, Smokabaga, Marshal Zhukov's Imperial Stout - Zhukov's Penultimate Push, Imperial Milk Porter - Stranahan Whiskey Barrel Aged, Christmas In Ningxia Old Ale - Oak Aged, Taste Sensation, Marshal Zhukov's Imperial Stout - Double Barrel Aged, Maduro Oatmeal Brown Ale - Caramel Graham Cracker, Pilot Series Passionfruit And Dragonfruit Berliner Weiss, Wild Guava Lychee Sour Saison, Marshal Zhukov's Imperial Stout, Maduro Oatmeal Brown Ale - Caramel Maté, Hot Blooded Foreign Stout, East India Dry Stout, Maduro Oatmeal Brown Ale - White Oak, Cookies And Milk, Jai Alai IPA - Flora - Cedar Aged (Humidor Series), El Lector, Cafe Con Leche Stout, Jai Alai IPA - Pineapple, Passion Saison, Dos Costas Oeste - Grapefuit Wood Aged, Capricho Oscuro - Batch 2, Oktoberfest, Improv (Improvisación) Oatmeal Rye India-Style Brown Ale, Dr. Dreid-Ale, Improv - White Oak Aged, Warmer Winter Winter Warmer, Maduro Oatmeal Brown Ale - Calabaza Marrón, Big Apple IPA, Spicy Plum Sour Ale, Kopi Con Leche Stout, Bolita Brown - Coconut, Jalapeno Red, Maduro Oatmeal Brown Ale - Pecan, Bolita Brown Double Nut Brown Ale, Big Sound Scotch Ale - Rum Barrel Aged, Jai Alai IPA, Sugar Plum Brown, Cranapple Passion IPA, Coasters' Belgian Dubbel, Maduro Oatmeal Brown Ale -  Mocha Cubano, Soggy Loaf Pumpernickel Rye Porter, Maduro Oatmeal Brown Ale - East India, Maduro Oatmeal Brown Ale - Vanilla, Vuja De, Guava Grove Saison - Scuppernong And Peppercorn, Hunahpu's Imperial Stout, Driftwood Pale Ale, Marshal Zhukov's Imperial Stout - Cedar Aged (Humidor Series), Maduro Oatmeal Brown Ale - Oatmeal Raisin Cookie, Emperor Shennong's Wolfberry Ale, Batch #69 Double Cream Ale - Peach, Pilot Series Imperial Sweet Stout - Palm Ridge Reserve Barrel Aged, Jai Alai IPA - White Oak Tropic-ale, Jai Alai IPA - Juniper, Apple Saison, Cucumber Saison, Batch #69 - Double Cream Ale, Jai Alai IPA - Kumquat Orange, Hotter Than Helles, Death Metal Rye Stout, The Creeping Terror, Hugh McFarlane's English Pale Ale, Jai Alai IPA - Strawberry-Kiwi, Hunahpu's Imperial Stout - Rum Barrel Aged, Marshal Zhukov's Imperial Stout - Port Oak Aged, Warmer Winter Winter Warmer - Vanilla, Hot Blooded (DUPLICATE), Snowbird Spice, Jai Alai IPA - Apricot, Maduro Oatmeal Brown Ale - Cacao Aged, Bolita Brown - Mochaccino, Batch #69 Double Cream Ale - Fig, Dirac  - Oak Aged, Ligero, Tiramisu Sweet Stout, Capricho Oscuro - Batch 4, Bolita Brown - Cedar Aged (Humidor Series), Sea Bass, Maduro Oatmeal Brown Ale - Christmas Mint, Hunahpu's Imperial Stout - Whiskey Barrel Aged, 110K+OT Batch #2 - I.R.I.S. - Barrel Aged, Grandma's Funky Sour Berry, Pleepleus Plantain Wheat (DUPLICATE), Minaret ESB, Maduro Oatmeal Brown Ale - Oak & Beans, Hunahpu's Imperial Stout - Bourbon Barrel Aged, Campeador - Rurik Ale (2010), Jai Alai IPA - Cedar Aged (Humidor Series), Jai Alai IPA - Tropic-ale, Jai Alai IPA - Blood Orange Creamsicle, Guava Grove - Wild, Warmer Winter Winter Warmer - Palm Ridge Reserve Whiskey Barrel Aged, Batch #69 Double Cream Ale - Tangerine",4.08
